"name","title","description","updated"
"70108ned","Negatieve vermogens naar inkomenspositie en samenstelling huishouden","Negatieve vermogens; samenstelling 
huishouden en inkomenspositie","2010-04-07T02:00:00"
"70107ned","Vermogensverdeling van huishoudens naar inkomenspositie, 2000","Vermogensklasse;
percentage huishoudens onder en boven de lage inkomensgrens","2010-03-31T02:00:00"
"80048ned","Gemiddeld vermogen; particuliere huishoudens naar diverse kenmerken","Gemiddeld vermogen naar kenmerken van het huishouden
inkomensgroepen, huishoudenssamenstelling, leeftijd","2015-12-02T06:30:00"
"80056ned","Samenstelling vermogen; particuliere huishoudens naar kenmerken","Samenstelling van het vermogen van huishoudens naar vermogensbestanddelen
kenmerken van huishoudens, vermogensbestanddelen","2015-12-02T06:30:00"
"81513NED","Vermogen; particuliere huishoudens, kenmerken en regio, 1 januari","Vermogen van particuliere huishoudens naar regio
Regio, huishoudenskenmerken en vermogensverdeling","2015-12-03T02:00:00"
"80055ned","Vermogensklassen; particuliere huishoudens naar diverse kenmerken","Huishoudens naar klassen van het vermogen en kenmerken van het huishouden
vermogensklassen, huishoudenssamenstelling, leeftijd","2015-12-02T06:30:00"
"37662","Historie inkomen, vermogen en consumptie","Sociaal - economische situatie van huishoudens en personen, inkomen, 
de besteding van het inkomen, de besparingen en het vermogen","2003-01-10T02:00:00"
"82616NED","Internationale handel; invoer en uitvoer van diensten naar land, kwartaal","Invoer, uitvoer en saldo van diensten uitgesplitst naar diverse diensten-
soorten en landen(groepen)","2016-06-15T02:00:00"
"80414ned","Internationale handel; Invoer en uitvoer van diensten naar land, 2003-2013","Invoer en uitvoer van diensten uitgesplitst naar diverse dienstensoorten
naar landen","2014-09-18T02:00:00"
"7137shih","Internationale handel; in- en uitvoer naar SITC (3 digit), landen(groepen)","In- en uitvoerwaarde van goederen; naar SITC (3 digit) 
en landen(groepen).","2016-08-31T09:30:00"
"81266ned","Internationale handel; in- en uitvoer naar SITC (1 digit) en landen","In-, uitvoer en handelsbalans naar SITC (1 digit) 
en landen.","2016-08-31T09:30:00"
"81298ned","In- en uitvoer van goederensoorten naar EU, niet-EU; totaal","Totale in- en uitvoerwaarde van goederensoorten naar 
EU en niet-EU.","2016-08-31T02:00:00"
"81260ned","Goederensoorten naar EU, niet-EU; natuur, voeding en tabak","In- en uitvoer van goederensoorten naar EU-, niet EU; 
natuur, voeding en tabak.","2016-08-31T02:00:00"
"81261ned","Goederensoorten naar EU, niet-EU; minerale brandstoffen en chemie","In- en uitvoer van goederensoorten naar EU-, niet EU; 
minerale brandstoffen en chemie.","2016-08-31T02:00:00"
"81262ned","Goederensoorten naar EU, niet-EU; hout, textiel, edelstenen en metaal","In- en uitvoer van goederensoorten naar EU-, niet EU; 
hout, textiel, edelstenen en metaal.","2016-08-31T02:00:00"
"81263ned","Goederensoorten naar EU, niet-EU; apparaten, vervoermaterieel en overig","In- en uitvoer van goederensoorten naar EU-, niet EU; 
apparaten, vervoermaterieel en overig.","2016-08-31T02:00:00"
"81271ned","Totale in- en uitvoer naar land","Totale in- en uitvoerwaarde 
naar land.","2016-08-04T09:30:00"
"81270ned","Goederensoorten naar land; apparaten, vervoermaterieel en overig","In- en uitvoer van goederensoorten naar land; 
apparaten, vervoermaterieel en overig.","2016-08-04T09:30:00"
"81269ned","Goederensoorten naar land; hout, textiel, edelstenen en metaal","In- en uitvoer van goederensoorten naar land; 
hout, textiel, edelstenen en metaal.","2016-08-04T09:30:00"
"81268ned","Goederensoorten naar land; minerale brandstoffen en chemie","In- en uitvoer van goederensoorten naar land; 
minerale brandstoffen en chemie.","2016-08-04T09:30:00"
"81267ned","Goederensoorten naar land; natuur, voeding en tabak","In- en uitvoer van goederensoorten naar land; 
natuur, voeding en tabak.","2016-08-04T09:30:00"
"70017","Internationale handel; in- en uitvoer kerncijfers","Kerncijfers in- en uitvoerwaarde van goederen; 
goederenindeling naar SITC(secties) en landen(groepen).","2016-09-12T06:30:00"
"70792ned","Internationale handel; in- en uitvoer historie","In - en uitvoer naar waarde; historische reeksen uitgesplitst naar  
energie en de goederen volgens SITC naar landen(groepen).","2015-10-02T02:00:00"
"83028NED","Internationale handel; in-, (weder)uitvoer, SITC (1 digit), landen(groepen)","In-, uit- en wederuitvoerwaarde naar SITC (1 digit) 
en landen(groepen).","2016-08-31T09:30:00"
"82007NED","Internationale handel en doorvoer; waarde en gewicht, goederenhoofdstukken","Internationale handel, transport, doorvoer
Werelddelen, goederenhoofdstukken, type stroom, waarde en gewicht","2015-11-26T02:00:00"
"81202ned","Internationale handel; Nederlandse uitvoerspecialisatie t.o.v. de EU-15","Balassa-index, aandeel uitvoer, uitvoer Nederlands product, wederuitvoer
naar hoofdstuk van het Geharmoniseerd Systeem en periode","2015-11-06T02:00:00"
"82605NED","Invoer en uitvoer volgens eigendomsoverdracht; volume-ontwikkelingen","Ontwikkelingen van waarde, prijs en volume van invoer en uitvoer   
van goederen op basis van eigendomsoverdracht, indexcijfers 2010=100","2016-09-12T06:30:00"
"82606NED","Ruilvoet van de buitenlandse handel in goederen, index 2010=100 ","Ruilvoet, invoerprijs en uitvoerprijs van goederen
Indexcijfers op basis van 2010=100 en ontwikkelingen","2016-09-12T06:30:00"
"7100oogs","Akkerbouwgewassen; productie naar regio","Oppervlakte en opbrengst per gewas
naar landsdeel en provincie.","2016-03-01T02:00:00"
"81735NED","Fruitbomen; appels en peren, ras, leeftijd, plantdichtheid","Oppervlakte appels en peren naar ras, plantdichtheid en leeftijd,
fruitras; plantdichtheid; leeftijd","2014-11-14T02:00:00"
"71509ned","Fruitteelt; oogst en teeltoppervlakte appels en peren per ras en regio","Teeltoppervlakte en hoeveelheid geoogste appels en peren per ras 
naar fruitteeltregio's.","2016-03-24T02:00:00"
"70671ned","Fruitteelt; oppervlakte fruitboomgaarden, soort fruit","Teeltoppervlakte fruitboomgaarden in Nederland 
(appels, peren, steenvruchten, kleinfruit en noten)","2016-03-24T02:00:00"
"37738","Groenteteelt; oogst en teeltoppervlakte per groentesoort","Geoogste hoeveelheden groenten met bijbehorende teeltoppervlakten.
Per groentesoort.","2016-03-24T02:00:00"
"81142ned","Toepassing van biologische bestrijding in de glastuinbouw","Bedrijven en oppervlakte met toepassing, ingezette bio bestrijders
Gewas, sector, soort biologische bestrijder, totaal bestrijders","2016-07-14T02:00:00"
"82886NED","Gebruik gewasbeschermingsmiddelen in de landbouw; gewas en toepassing","bedrijven met gebruik, oppervlakten met gebruik, gebruik, gebruik per ha
gewas, teeltsector, toepassing","2016-07-28T02:00:00"
"37606","Gebruik gewasbeschermingsmiddelen in de landbouw; werkzame stof, toepassing","Oppervlakte met gebruik, hoeveelheid gebruik.
Werkzame stoffen naar toepassingsgroep.","2016-07-14T02:00:00"
"83035NED","Toepassing van mechanische bestrijdingsmethoden in de landbouw","Bedrijven met toepassing, oppervlakte met toepassing
Mechanische bestrijding, gewassen en teeltsectoren","2016-07-14T02:00:00"
"82992NED","Landbouw; kerncijfers van de EU-lidstaten, nationale rekeningen","Kerncijfers over productie, verbruik, toegevoegde waarde, arbeid en 
inkomen in de landbouw van Europese lidstaten.","2016-07-07T02:00:00"
"82993NED","Landbouw; opbouw inkomen en arbeidsvolume, nationale rekeningen","Landbouw, opbouw inkomen en arbeidsvolume in Nederland.
Productie, verbruik, toegevoegde waarde, arbeid en inkomen in de landbouw","2016-07-07T02:00:00"
"82995NED","Landbouw; investeringen en voorraden, nationale rekeningen","Landbouw, investeringen en voorraden in Nederland.
Veestapel, plantopstanden, gebouwen en andere activa in de landbouw.","2016-07-07T02:00:00"
"82994NED","Landbouw; output goederen en diensten, nationale rekeningen","Landbouw, output goederen en diensten in Nederland.
Plantaardige, dierlijke en neven productie in de landbouw.","2016-07-07T02:00:00"
"81559NED","Landbouw; biologisch, fase omschakeling naar biologische productie","Oppervlakten biologische teelt van gewassen onder glas en in open 
grond en biologisch gehouden dieren, fase omschakeling  ","2015-03-06T02:00:00"
"81517ned","Landbouw; biologisch en/of in omschakeling, gewassen, dieren, nationaal","Oppervlakten van gewassen, aantallen dieren
Gewassen en dieren","2015-03-06T02:00:00"
"81558NED","Landbouw; biologisch en/of in omschakeling, gewassen, dieren, regionaal","Oppervlakte biologische gewassen, aantal biologisch gehouden 
dieren per regio","2015-03-06T02:00:00"
"81302ned","Landbouw; gewassen, dieren, grondgebruik en arbeid op nationaal niveau","Landbouwtelling; oppervlakte gewassen, aantal dieren en arbeidskrachten
op nationaal niveau","2016-05-27T02:00:00"
"80780ned","Landbouw; gewassen, dieren en grondgebruik naar regio","Landbouwtelling; oppervlakte gewassen, aantal dieren
en bijbehorend aantal bedrijven naar regio","2016-05-27T02:00:00"
"80781ned","Landbouw; gewassen, dieren en grondgebruik naar gemeente","Landbouwtelling; oppervlakte gewassen, aantal dieren
en bijbehorend aantal bedrijven naar gemeente","2016-05-27T02:00:00"
"80784ned","Landbouw; arbeidskrachten naar regio","Landbouwtelling; arbeidskrachten, arbeidsjaareenheden 
en bijbehorend aantal bedrijven naar regio","2016-05-27T02:00:00"
"80782ned","Landbouw; gewassen, dieren en grondgebruik naar bedrijfstype, nationaal","Landbouwtelling; oppervlakte gewassen, aantal dieren 
en bijbehorend aantal bedrijven naar bedrijfstype","2016-05-27T02:00:00"
"80785ned","Landbouw; economische omvang naar omvangsklasse, bedrijfstype","Landbouwtelling; aantal landbouwbedrijven, economische omvang 
en oppervlakte cultuurgrond naar omvangsklasse en bedrijfstype","2016-05-27T02:00:00"
"80786ned","Landbouw; economische omvang naar omvangsklasse, hoofdbedrijfstype, regio","Landbouwtelling; aantal landbouwbedrijven, economische omvang en 
oppervlakte cultuurgrond naar omvangsklasse, hoofdbedrijfstype en regio","2016-05-27T02:00:00"
"83275NED","Landbouw; Financiële gegevens landbouwbedrijven","Landbouwtelling verrijkt met financiële gegevens ontleend aan fiscale dat
Landbouwtelling; netto-omzet, balansgegevens, activa, passiva, schulden","2015-12-15T02:00:00"
"80783ned","Landbouw; gewassen, dieren en grondgebruik naar hoofdbedrijfstype, regio","Landbouwtelling; oppervlakte gewassen, aantal dieren en
bijbehorend aantal bedrijven naar hoofdbedrijfstype en regio","2016-05-27T02:00:00"
"80787ned","Landbouw; gewassen, dieren en grondgebruik naar omvangsklasse en regio","Landbouwtelling; gewassen, dieren en grondgebruik per omvangsklasse
naar provincie, groepen van landbouwgebieden en Nederland totaal","2016-05-27T02:00:00"
"80807ned","Landbouw; bedrijven met verbredingsactiviteiten, hoofdbedrijfstype, regio","Landbouwtelling; aantal bedrijven met verbredingsactiviteiten en 
opbrengst uit verbreding naar hoofdbedrijfstype en regio","2016-06-15T02:00:00"
"82504NED","Dierlijke mest; productie, transport en gebruik; kerncijfers","Mestproductie, stikstof en fosfaat in dierlijke mest, stikstofverliezen,
mestverwerking, mestexport en mestgebruik","2016-06-30T02:00:00"
"82506NED","Dierlijke mest; productie en mineralenuitscheiding; bedrijfstype, regio","Mineralen in dierlijke mest in relatie tot gebruiksnormen
Mestproductie, stikstof, fosfaat, bedrijfstype, plaatsingsruimte","2016-06-30T02:00:00"
"82505NED","Dierlijke mest; productie en mineralenuitscheiding; diercategorie, regio","Mestproductie per diercategorie, stikstofverliezen.
Mestproductie, stikstof, fosfaat, ammoniakemissie.","2016-06-30T02:00:00"
"7311slmi","Dierlijke mest en mineralen; productie, transport en gebruik per regio","Soorten mest en mineralen, productie, transport en plaatsingsruimte.
Mestproductie, mesttransport, mestgebruik, ammoniakemissie.","2016-01-11T02:00:00"
"71461ned","Getransporteerde mest naar herkomst en bestemming","Mesttransport van en naar landbouwbedrijven, mestverwerking en
grensoverschrijdende mesttransporten.","2016-06-22T02:00:00"
"80240ned","Varkens- en pluimveerechten","Varkensrechten, pluimveerechten, aantal dieren, fosfaatproductie
Regio","2016-09-13T02:00:00"
"83475NED","Mineralenbalans landbouw","Aanvoer, afvoer, emissie, depositie, belasting en overschot mineralen.
Stikstof en fosfor.","2016-06-30T02:00:00"
"37655","Stikstof en fosfor in Nederland","Totaal - , bodem en grondwater- en zoet oppervlaktewater balans.
Stikstof, fosfor.","2015-12-18T02:00:00"
"7140gras","Grasland; oppervlakte en opbrengst","Nederland en weideregio's; Oppervlakte (totaal en gemaaid) verwerking
tot hooi, kuil - en/of stalvoer, voorraden in droge stof hooi en kuilvoer","2016-07-06T02:00:00"
"80274ned","Rundveestapel","Rundveestapel stand van melkvee en vleesvee op basis van
Landbouwtelling CBS en oormerkregistratie van RVO EZ","2016-09-16T02:00:00"
"7373llb","Varkensstapel","Omvang varkensstapel naar biggen, vleesvarkens en fokvarkens.
Op peildata april en december.","2016-09-16T02:00:00"
"7123slac","Vleesproductie; aantal slachtingen en geslacht gewicht per diersoort","Aantal slachtingen en geslacht gewicht van voor de slacht goedgekeurde
dieren, zoals runderen, varkens, schapen, geiten en kippen.","2016-08-30T02:00:00"
"70736ned","Weidegang van melkvee; weidegebied","Typen weidegang, aantal uren weidegang overdag van melkkoeien,
aantal dagen beweiding jongvee op bedrijven met melkvee.","2015-12-23T02:00:00"
"81029ned","Zee- en kustvisserij; hoeveelheden, waarde, vlootgegevens, vanaf 1930","Vlootgegevens, waarde en hoeveelheden in Nederland aangevoerde vis
vissoort en periode","2013-02-06T02:00:00"
"71484ned","Zee- en kustvisserij; hoeveelheid in Nederlandse havens aangevoerde vis","Aangevoerde hoeveelheid verse en diepvriesvis naar vissoort, zoals
rondvis, platvis, haringachtigen en schaaldieren.","2015-12-17T02:00:00"
"71483ned","Zee- en kustvisserij; prijs aangevoerde vis op Nederlandse afslagen","Prijs van verse vis per vissoort.
vissoort en periode","2016-05-31T02:00:00"
"7203vloo","Zee- en kustvisserij; vloot, visvangst en productie aquacultuur","De vissersvloot, aanvoer (visafslagen, schelpdieren en palingkweek) en 
aquacultures. ","2016-05-31T02:00:00"
"71904ned","Landbouw; vanaf 1851","Bedrijven, arbeidskrachten, dieren, gewassen, grondgebruik 
en productie.","2016-06-15T02:00:00"
"03744mfo","Aandelen; beurswaarde op Amsterdamse effectenbeurs","Koerswaarde van aandelen effectenbeurs Amsterdam, 
officiële markt naar sector,bedrijfstak en fondsen, nieuwe markt.","2016-08-30T02:00:00"
"71417ned","Aandelen; standen en beroep op de kapitaalmarkt","Aandelen; standen en beroep op de kapitaalmarkt. 
Aandelen.","2016-08-30T02:00:00"
"70266ned","Dividend op gewone aandelen van Nederlandse beursgenoteerde fondsen","Contant dividend, keuzedividend in aandelen en in contanten 
voor beursgenoteerde fondsen naar bedrijfstak. ","2016-08-30T02:00:00"
"71418ned","Obligaties; standen en beroep op de kapitaalmarkt","Obligaties; standen en beroep op de kapitaalmarkt. 
Obligaties op de Amsterdamse Effectenbeurs.","2016-08-30T02:00:00"
"37393nom","Nominale waarde obligaties op Euronext Amsterdam","Nominale waarde van obligaties uitgegeven door overheid, financiële 
instellingen en overige private sector.","2016-08-30T02:00:00"
"37656","Beroep op de Nederlandse kapitaalmarkt via Euronext Amsterdam","Beroep op aandelen- en obligatiemarkt door overheid, financiële 
instellingen en ondernemingen, uitgifte pand-, bank- en spaarbrieven.","2016-08-30T02:00:00"
"37137emi","Openbare emissies op de Nederlandse kapitaalmarkt","Type effect, emittent, type uitgifte, inschrijvings-en stortingsdatum, 
looptijd, rentevergoeding, koers uitgifte, emissierendement en -bedrag.","2016-08-30T02:00:00"
"71420ned","Beleggings- en vastgoedfondsen; standen en beroep op de kapitaalmarkt","Beleggings- en vastgoedfondsen; 
standen en beroep op de kapitaalmarkt.","2016-08-30T02:00:00"
"81229ned","Koerswaarden en emissies; aandelen en obligaties van overheid en bedrijven","koerswaarden, emissies, aandelen, obligaties, openbare - en onderhandse 
emissies, van overheid en in Nederland gevestigde bedrijven bij Euronext.","2016-02-19T02:00:00"
"82219NED","Roodstand op betaalrekeningen","Roodstand. 
Uitstaand debiteurensaldo.","2016-08-30T02:00:00"
"7116shfo","Spaartegoeden","Deposito's met opzegtermijn - en vaste looptijd; standen, mutaties, 
aantallen en rentevergoedingen.","2016-08-30T02:00:00"
"82602NED","Bbp, productie en bestedingen; kwartalen, mutaties, nationale rekeningen","Productie, bestedingen, inkomen, economische relaties met
het buitenland en aanvullende gegevens. Procentuele mutaties","2016-08-12T09:30:00"
"82601NED","Bbp, productie en bestedingen; kwartalen, waarden, nationale rekeningen","Productie, bestedingen, inkomen, economische relaties met
het buitenland en aanvullende gegevens. Waarde in miljoenen euro","2016-08-12T09:30:00"
"82262NED","Opbouw binnenlands product (bbp); nationale rekeningen","Bruto binnenlands product naar productiecomponenten,
bestedingencategoriëen en inkomensbestanddelen, jaargegevens","2016-06-24T06:30:00"
"82604NED","Bruto-investeringen in materiële vaste activa; volumemutaties per maand","Bruto investeringen in materiële vaste activa
Volumemutaties ten opzichte van een jaar eerder","2016-08-19T06:30:00"
"82599NED","Investeringen naar bestemming; nationale rekeningen","Bruto investeringen in vaste activa naar bestemming
Economische activiteiten conform standaard bedrijfsindeling 2008","2016-06-24T06:30:00"
"82600NED","Investeringen naar sector en type activa; nationale rekeningen","Bruto investeringen in vaste activa naar type activa en sectoren
type van activa en institutionele sectoren","2016-06-24T06:30:00"
"82572NED","Productie en inkomens naar bedrijfstak; nationale rekeningen","De productie, het verbruik, de toegevoegde waarde en de inkomens-
componenten van de toegevoegde waarde naar economische activiteiten","2016-06-24T06:30:00"
"83068NED","Aanbod en gebruik naar productgroepen; nationale rekeningen","Aanbod en gebruik van goederen en diensten naar productgroepen
Productgroepen van activiteit (CPA)","2016-06-24T06:30:00"
"82239NED","Bijdrage bestedingen aan volumegroei van het bbp; nationale rekeningen","Bijdrage van bestedingscomponenten aan de volumegroei van het bbp
Jaren","2016-06-24T06:30:00"
"83069NED","Consumptie naar goederen- en dienstencategorieën; nationale rekeningen","Finale consumptieve bestedingen
Goederen- en dienstencategorieën","2016-06-24T06:30:00"
"83071NED","Consumptie naar verbruiksfunctie; nationale rekeningen","Consumptieve bestedingen naar verbruiksfunctie
Verbruiksfuncties conform COICOP-indeling","2016-06-24T06:30:00"
"83087NED","Invoer van goederen en diensten naar bestemming; nationale rekeningen","Invoer van goederen en diensten naar bestemming
Bestemmingen bedrijfstakken en finale bestedingen","2016-06-24T06:30:00"
"83088NED","Uitvoer van goederen en diensten naar herkomst; nationale rekeningen","Uitvoer van goederen en diensten naar herkomst
Bedrijfstakken van herkomst","2016-06-24T06:30:00"
"82594NED","Kerngegevens sectoren; nationale rekeningen","Kerncijfers van institutionele sectoren 
De belangrijkste informatie over de institutionele sectoren en buitenland","2016-06-24T06:30:00"
"82596NED","Financiële balansen en transacties naar sectoren; nationale rekeningen","Financiële balansen en transacties van institutionele sectoren
Sectoren, balansstanden en transacties, vorderingen of schulden","2016-06-24T06:30:00"
"83205NED","Financiële instrumenten: Van-wie-aan-wie matrices; nationale rekeningen","Financiële transacties van economische sectoren naar tegensectoren
Sectoren, balansstanden en soorten transacties","2016-06-24T06:30:00"
"82958NED","Inkomen, bestedingen en vermogen huishoudens; kerncijfers, NR","Kerncijfers inkomens, vermogen en bestedingen van huishoudens
Huishoudenscategorieën ","2016-01-18T02:00:00"
"82959NED","Inkomensverdeling van huishoudens; nationale rekeningen ","Inkomensverdeling van huishoudens
Huishoudenscategorieën ","2016-01-18T02:00:00"
"82595NED","Lopende transacties naar sectoren; nationale rekeningen","Lopende transacties en saldi van institutionele sectoren 
Middelen en bestedingen en sectoren","2016-06-24T06:30:00"
"82643NED","Macro-economisch scorebord","Macro-economische onevenwichtigheden; macro-economische risico’s; 
macro-economisch scorebord; Europese Unie; Kwartalen.","2016-07-08T02:00:00"
"82641NED","Niet-financiële balansen; nationale rekeningen","Niet-financiële balansen per sector en type niet-financiële activa
vaste activa, voorraden, grond, olie- en gasreserves, consumptiegoederen","2016-07-12T02:00:00"
"82265NED","Opbouw nationaal vorderingensaldo; nationale rekeningen","Opbouw nationaal vorderingensaldo vanuit het bruto binnenlands product
Jaargegevens","2016-06-24T06:30:00"
"82960NED","Vermogensverdeling van huishoudens; nationale rekeningen","Vermogensverdeling van huishoudens
Huishoudenscategorieën ","2016-01-18T02:00:00"
"82560NED","Overheidsfinanciën; kerncijfers","Inkomsten, uitgaven, overheidssaldo en -schuld, overheidsconsumptie van 
de sector overheid in miljoen euro's en als percentage van BBP.","2016-07-28T02:00:00"
"82790NED","Overheidsbalans; activa en passiva","Overheidsbalans; vermogenssaldo; de balans van de sector overheid 
activa (financieel en niet-financieel), passiva en het overheidsvermogen.","2016-07-19T02:00:00"
"82564NED","Overheid; financiële transacties en balans, marktwaarde","Vorderingen en schulden van de overheid per balanspost. 
Balansstanden, financiële transacties en overige mutaties.","2016-06-24T06:30:00"
"82563NED","Overheid; inkomsten en uitgaven","Inkomsten, uitgaven, vorderingensaldo, exploitatiesaldo, memorandumposten
 van de sector overheid volgens definities nationale rekeningen.","2016-06-24T06:30:00"
"82569NED","Overheid; ontvangen belastingen","Belastingopbrengsten per belasting en ingedeeld naar belastingen op 
productie en invoer en belastingen op inkomen en vermogen, naar subsector","2016-06-24T06:30:00"
"82570NED","Overheid; ontvangen sociale premies","Ontvangen premies al of niet ten laste van werkgevers. 
Naar fondsen en naar regeling.","2016-06-24T06:30:00"
"82565NED","Overheid; Overheidssaldo en overheidsschuld","Overheidssaldo en overheidsschuld als percentage van het BBP en in 
miljoen euro, naar subsectoren van de overheid.","2016-06-24T06:30:00"
"82568NED","Overheid; overheidsproductie en -consumptie","Waarde, waardeontwikkeling, prijsontwikkeling, volumeontwikkeling van de 
overheidsconsumptie en -productie naar verschillende gezichtspunten.","2016-06-29T02:00:00"
"82567NED","Overheid; schuld naar schuldtitel en geldgever, nominale en marktwaarde","Schuld van de sector overheid in marktwaarde en nominale waarde 
per schuldtitel en naar tegensector (geldgever).","2016-06-24T06:30:00"
"82571NED","Overheid; sociale uitkeringen","Uitkeringen. 
Naar fondsen, regelingen en wettelijke sociale voorzieningen.","2016-06-24T06:30:00"
"82902NED","Overheid; uitgaven naar functies","Uitgaven van de overheid per transactie, ingedeeld naar COFOG-functies
Algemeen bestuur, defensie, gezondheidszorg, onderwijs, soc. bescherming.","2016-07-08T02:00:00"
"82903NED","Overheidsconsumptie; functie, sectoren","Overheidsconsumptie per subsector naar beleidsterreinen (COFOG).
Algemeen bestuur, defensie, gezondheidszorg, onderwijs, soc. bescherming.","2016-07-08T02:00:00"
"83193NED","Groeirekeningen; nationale rekeningen","Productiviteit; arbeid; kapitaal; groeirekeningen
SBI2008","2015-12-30T05:30:00"
"82640NED","Kapitaalgoederenvoorraad; nationale rekeningen","kapitaalgoederenvoorraad; volumeveranderingen
SBI 2008, institutionele sectoren en activa","2016-07-12T02:00:00"
"83128NED","Afvalbalans, kerncijfers; nationale rekeningen","Afvalcategorieën.
Hoeveelheid afval naar herkomst en bestemming (afvalbalans)","2015-07-21T02:00:00"
"82539NED","Aardgas- en aardoliereserves; nationale rekeningen","Aardgas- en aardoliereserves op Nederlands grondgebied
Beginstand, nieuwe vondsten, onttrekking en overige mutaties","2016-09-16T02:00:00"
"83126NED","Afvalbalans, afvalsoort naar sector; nationale rekeningen","Afvalcategorieën.
Hoeveelheid afval naar herkomst en bestemming (afvalbalans)","2015-07-21T02:00:00"
"83300NED","Emissies naar lucht door de Nederlandse economie; nationale rekeningen","Emissies naar lucht, milieurekeningen, broeikasgassen, klimaatverandering
luchtvervuiling, CO2, luchtverontreiniging, fijnstof, luchtemissies","2016-01-18T02:00:00"
"82955NED","Emissies naar water, herkomst en bestemming; nationale rekeningen","Emissies naar water van zware metalen en vermestende stoffen
Herkomst en bestemming van de stoffen","2015-06-24T02:00:00"
"82238NED","Energieverbruik door bedrijven en huishoudens; nationale rekeningen ","Energieverbruik van bedrijven en huishoudens in de Nederlandse economie.
Energie, Energieverbruik, Energierekening Nederlandse economie.","2015-06-24T02:00:00"
"82725NED","Milieubelastingen en -heffingen; nationale rekeningen","milieubelastingen, milieuheffingen, energiebelasting, accijns op benzine
belastingplichtigen, afvalstoffenheffing, reinigingsrechten, bpm","2016-08-10T02:00:00"
"83154NED","Milieusector naar activiteit; nationale rekeningen","Arbeidsvolume, toegevoegde waarde, productie, milieudiensten, recycling
Milieuactiviteiten, Milieusector, EGSS, milieuonderwijs, milieubeheer","2016-08-25T02:00:00"
"83155NED","Milieusector naar bedrijfstak; nationale rekeningen","Arbeidsvolume, toegevoegde waarde en productie van de milieusector, EGSS
Bedrijfstakken/branches (SBI 2008)","2016-08-25T02:00:00"
"82883NED","Watergebruik bedrijven en particuliere huishoudens; nationale rekeningen","Gebruik leidingwater, verbruik, grondwater, oppervlaktewater, bedrijven.
Watergebruik naar gebruikersgroepen en soort water","2015-06-24T02:00:00"
"83177NED","Winning, invoer en uitvoer materialen per continent; nationale rekeningen","Materiaalstroomrekening, milieurekeningen, materiaalstromen
biomassa, metalen, mineralen, fossiele energie, grondstof, halffabrikaat","2016-02-03T02:00:00"
"83180NED","Winning, invoer en uitvoer van materialen naar soort; nationale rekeningen ","Materiaalstroomrekening, materiaalstromen, environmental accounts, metaal
grondstof, halffabrikaat, eindproduct, biomassa, fossiele energie","2016-02-03T02:00:00"
"82801NED","Regionale kerncijfers; nationale rekeningen","Bbp; bbp per inwoner; bbp volumemutaties; beloning; arbeidsvolume 
Regio's","2015-10-20T02:00:00"
"82800NED","Economische groei; bbp en toegevoegde waarde volumemutaties; nr ","Bbp volumemutaties en Bruto toegevoegde waarde volumemutaties regionaal
Bruto toegevoegde waarde volumemutaties naar SBI 2008; Regio's","2016-04-21T06:30:00"
"82935NED","Investeringen in vaste activa naar type en regio; nationale rekeningen","Investeringen in vaste activa naar type
Woningen, bedrijfsgebouwen, GWW, machines en installaties naar regio","2016-02-15T02:00:00"
"82934NED","Investeringen in vaste activa naar bedrijfstak, regio; nationale rekeningen","Investeringen in vaste activa naar bedrijfstakken (SBI 2008)
Bedrijfstakken en regio","2016-02-15T02:00:00"
"82797NED","Productieproces; bedrijfstakken en regio; nationale rekeningen","Productie, verbruik, toegevoegde waarde, arbeidsvolume
Bedrijfstakken (SBI2008), regio's","2016-02-24T02:00:00"
"82936NED","Inkomensrekening sector huishoudens naar regio; nationale rekeningen","Transacties van de sector huishoudens en per hoofd van de bevolking
Primaire en secundaire inkomensverdeling per regio","2016-03-16T02:00:00"
"83466NED","Toerisme; kernindicatoren, nationale rekeningen","Toerisme, bijdrage aan de Nederlandse economie, kernindicatoren.
Werkgelegenheid, toegevoegde waarde en bestedingen in de toerismesector.","2016-08-19T02:00:00"
"82671NED","Toeristische bestedingen; nationale rekeningen","Toeristische bestedingen.
Bestedingen uitgaand toerisme, inkomend toerisme en binnenlands toerisme.","2016-08-19T02:00:00"
"70262ned","Bodemgebruik; uitgebreide gebruiksvorm, per gemeente","Verkeersterrein, Bebouwd terrein, Bos, Natuurlijk terrein, Water
Nederland en gemeenten","2016-02-25T05:30:00"
"37105","Bodemgebruik; verkorte gebruiksvorm, per provincie, vanaf 1900","Verkeersterrein, Bebouwd terrein, Bos, Natuurlijk terrein, Water
Nederland en provincies","2016-02-25T05:30:00"
"83365NED","Bodemgebruik, wijk- en buurtcijfers 2012","Verkeersterrein, bebouwd terrein, agrarisch terrein, bos en natuur, water
Nederland, gemeenten, wijken, buurten","2016-03-03T02:00:00"
"83207NED","Bodemgebruik; wijk- en buurtcijfers 2010","Verkeersterrein, bebouwd terrein, agrarisch terrein, bos en natuur, water
Nederland, gemeenten, wijken, buurten","2016-01-14T02:00:00"
"80385ned","Monitor Nota Ruimte 2008; ruimtelijke ontwikkelingen naar regio, 2000-2008","Inwoners en woningen naar contouren en regio 2008.
Risico- en beleidscontouren, gemeenten","2013-02-13T02:00:00"
